###############################################################################################
#  The following is a listing of the event catalog processing status for year 1993
#  Historically, SCSN analysts have made an effort to review every event in    
#  our catalog. With the growth of the network and catalog, however, complete  
#  review has become more difficult with our limited staff. This is            
#  particularly true of the 2019 Ridgecrest sequence, which remains largely    
#  unreviewed below M2.5.
#  Below we provide information about the review status of the SCSN local event
#  catalog. We hope our catalog users will find this additional context useful.
#  Finalized events have undergone full review and analysis and are unlikely to
#  change. Subnet triggers are collections of phase picks that the real-time   
#  system could not associate into an event. Some of the triggers may be events
#  that are later added to the catalog, although most are just noise. Lastly,  
#  events are sometimes added to the catalog as part of the review process, so 
#  the total number of events can increase. 
# 
#  catalog_date:       The day in UTC time which events occurred. 
#  pct_complete:       Finalized events/(finalized + unreviewed + partial reviewed events) as % 
#                        NaN in this column means there were no events in this day.
#  unreviewed:         Number of real time detected events that have not gone through any review
#  incomplete:         Number of events that have gone through partial review
#  subtrig_cnt:        Number of subnet triggers 
#  max_unreviewed_mag: Highest magnitude of unreviewed event on this day in the catalog
#                        NA in this column means there were no unreviewed events in this day
###############################################################################################
#   
#catalog_date, pct_complete, unreviewed, incomplete, subtrig_cnt, max_unreviewed_mag
1993/05/13,100.0,0,0,0,NA
1993/05/14,100.0,0,0,0,NA
1993/05/15,100.0,0,0,0,NA
1993/05/16,100.0,0,0,0,NA
1993/05/17,100.0,0,0,0,NA
1993/05/18,100.0,0,0,0,NA
1993/05/19,100.0,0,0,0,NA
1993/05/20,100.0,0,0,0,NA
1993/05/21,100.0,0,0,0,NA
1993/05/22,100.0,0,0,0,NA
1993/05/23,100.0,0,0,0,NA
1993/05/24,100.0,0,0,0,NA
1993/05/25,100.0,0,0,0,NA
1993/05/26,100.0,0,0,0,NA
1993/05/27,100.0,0,0,0,NA
1993/05/28,100.0,0,0,0,NA
1993/05/29,100.0,0,0,0,NA
1993/05/30,100.0,0,0,0,NA
1993/05/31,100.0,0,0,0,NA
1993/06/01,100.0,0,0,0,NA
1993/06/02,100.0,0,0,0,NA
1993/06/03,100.0,0,0,0,NA
1993/06/04,100.0,0,0,0,NA
1993/06/05,98.4,0,1,0,NA
1993/06/06,100.0,0,0,0,NA
1993/06/07,100.0,0,0,0,NA
1993/06/08,100.0,0,0,0,NA
1993/06/09,100.0,0,0,0,NA
1993/06/10,100.0,0,0,0,NA
1993/06/11,100.0,0,0,0,NA
1993/06/12,100.0,0,0,0,NA
1993/06/13,100.0,0,0,0,NA
1993/06/14,100.0,0,0,0,NA
1993/06/15,100.0,0,0,0,NA
1993/06/16,100.0,0,0,0,NA
1993/06/17,100.0,0,0,0,NA
1993/06/18,100.0,0,0,0,NA
1993/06/19,100.0,0,0,0,NA
1993/06/20,100.0,0,0,0,NA
1993/06/21,100.0,0,0,0,NA
1993/06/22,100.0,0,0,0,NA
1993/06/23,100.0,0,0,0,NA
1993/06/24,100.0,0,0,0,NA
1993/06/25,100.0,0,0,0,NA
1993/06/26,100.0,0,0,0,NA
1993/06/27,100.0,0,0,0,NA
1993/06/28,100.0,0,0,0,NA
1993/06/29,100.0,0,0,0,NA
1993/06/30,100.0,0,0,0,NA
1993/07/01,100.0,0,0,0,NA
1993/07/02,100.0,0,0,0,NA
1993/07/03,100.0,0,0,0,NA
1993/07/04,100.0,0,0,0,NA
1993/07/05,100.0,0,0,0,NA
1993/07/06,100.0,0,0,0,NA
1993/07/07,100.0,0,0,0,NA
1993/07/08,100.0,0,0,0,NA
1993/07/09,100.0,0,0,0,NA
1993/07/10,100.0,0,0,0,NA
1993/07/11,100.0,0,0,0,NA
1993/07/12,100.0,0,0,0,NA
1993/07/13,98.6,0,1,0,NA
1993/07/14,100.0,0,0,0,NA
1993/07/15,100.0,0,0,0,NA
1993/07/16,100.0,0,0,0,NA
1993/07/17,100.0,0,0,0,NA
1993/07/18,100.0,0,0,0,NA
1993/07/19,100.0,0,0,0,NA
1993/07/20,100.0,0,0,0,NA
1993/07/21,100.0,0,0,0,NA
1993/07/22,100.0,0,0,0,NA
1993/07/23,100.0,0,0,0,NA
1993/07/24,100.0,0,0,0,NA
1993/07/25,100.0,0,0,0,NA
1993/07/26,100.0,0,0,0,NA
1993/07/27,100.0,0,0,0,NA
1993/07/28,100.0,0,0,0,NA
1993/07/29,100.0,0,0,0,NA
1993/07/30,100.0,0,0,0,NA
1993/07/31,100.0,0,0,0,NA
1993/08/01,100.0,0,0,0,NA
1993/08/02,100.0,0,0,0,NA
1993/08/03,100.0,0,0,0,NA
1993/08/04,100.0,0,0,0,NA
1993/08/05,100.0,0,0,0,NA
1993/08/06,100.0,0,0,0,NA
1993/08/07,100.0,0,0,0,NA
1993/08/08,100.0,0,0,0,NA
1993/08/09,100.0,0,0,0,NA
1993/08/10,100.0,0,0,0,NA
1993/08/11,100.0,0,0,0,NA
1993/08/12,100.0,0,0,0,NA
1993/08/13,100.0,0,0,0,NA
1993/08/14,100.0,0,0,0,NA
1993/08/15,100.0,0,0,0,NA
1993/08/16,100.0,0,0,0,NA
1993/08/17,100.0,0,0,0,NA
1993/08/18,100.0,0,0,0,NA
1993/08/19,100.0,0,0,0,NA
1993/08/20,100.0,0,0,0,NA
1993/08/21,100.0,0,0,0,NA
1993/08/22,100.0,0,0,0,NA
1993/08/23,100.0,0,0,0,NA
1993/08/24,100.0,0,0,0,NA
1993/08/25,100.0,0,0,0,NA
1993/08/26,100.0,0,0,0,NA
1993/08/27,100.0,0,0,0,NA
1993/08/28,100.0,0,0,0,NA
1993/08/29,100.0,0,0,0,NA
1993/08/30,100.0,0,0,0,NA
1993/08/31,100.0,0,0,0,NA
1993/09/01,100.0,0,0,0,NA
1993/09/02,100.0,0,0,0,NA
1993/09/03,100.0,0,0,0,NA
1993/09/04,100.0,0,0,0,NA
1993/09/05,100.0,0,0,0,NA
1993/09/06,100.0,0,0,0,NA
1993/09/07,100.0,0,0,0,NA
1993/09/08,100.0,0,0,0,NA
1993/09/09,100.0,0,0,0,NA
1993/09/10,100.0,0,0,0,NA
1993/09/11,100.0,0,0,0,NA
1993/09/12,100.0,0,0,0,NA
1993/09/13,100.0,0,0,0,NA
1993/09/14,93.2,0,5,0,NA
1993/09/15,100.0,0,0,0,NA
1993/09/16,100.0,0,0,0,NA
1993/09/17,100.0,0,0,0,NA
1993/09/18,94.3,0,3,0,NA
1993/09/19,100.0,0,0,0,NA
1993/09/20,100.0,0,0,0,NA
1993/09/21,100.0,0,0,0,NA
1993/09/22,100.0,0,0,0,NA
1993/09/23,100.0,0,0,0,NA
1993/09/24,100.0,0,0,0,NA
1993/09/25,100.0,0,0,0,NA
1993/09/26,100.0,0,0,0,NA
1993/09/27,100.0,0,0,0,NA
1993/09/28,100.0,0,0,0,NA
1993/09/29,100.0,0,0,0,NA
1993/09/30,100.0,0,0,0,NA
1993/10/01,100.0,0,0,0,NA
1993/10/02,100.0,0,0,0,NA
1993/10/03,100.0,0,0,0,NA
1993/10/04,100.0,0,0,0,NA
1993/10/05,100.0,0,0,0,NA
1993/10/06,100.0,0,0,0,NA
1993/10/07,100.0,0,0,0,NA
1993/10/08,100.0,0,0,0,NA
1993/10/09,100.0,0,0,0,NA
1993/10/10,100.0,0,0,0,NA
1993/10/11,100.0,0,0,0,NA
1993/10/12,100.0,0,0,0,NA
1993/10/13,100.0,0,0,0,NA
1993/10/14,100.0,0,0,0,NA
1993/10/15,100.0,0,0,0,NA
1993/10/16,100.0,0,0,0,NA
1993/10/17,100.0,0,0,0,NA
1993/10/18,100.0,0,0,0,NA
1993/10/19,100.0,0,0,0,NA
1993/10/20,100.0,0,0,0,NA
1993/10/21,100.0,0,0,0,NA
1993/10/22,100.0,0,0,0,NA
1993/10/23,100.0,0,0,0,NA
1993/10/24,100.0,0,0,0,NA
1993/10/25,100.0,0,0,0,NA
1993/10/26,100.0,0,0,0,NA
1993/10/27,100.0,0,0,0,NA
1993/10/28,100.0,0,0,0,NA
1993/10/29,100.0,0,0,0,NA
1993/10/30,100.0,0,0,0,NA
1993/10/31,100.0,0,0,0,NA
1993/11/01,100.0,0,0,0,NA
1993/11/02,100.0,0,0,0,NA
1993/11/03,100.0,0,0,0,NA
1993/11/04,100.0,0,0,0,NA
1993/11/05,100.0,0,0,0,NA
1993/11/06,100.0,0,0,0,NA
1993/11/07,100.0,0,0,0,NA
1993/11/08,100.0,0,0,0,NA
1993/11/09,100.0,0,0,0,NA
1993/11/10,100.0,0,0,0,NA
1993/11/11,100.0,0,0,0,NA
1993/11/12,100.0,0,0,0,NA
1993/11/13,100.0,0,0,0,NA
1993/11/14,100.0,0,0,0,NA
1993/11/15,100.0,0,0,0,NA
1993/11/16,100.0,0,0,0,NA
1993/11/17,100.0,0,0,0,NA
1993/11/18,100.0,0,0,0,NA
1993/11/19,100.0,0,0,0,NA
1993/11/20,100.0,0,0,0,NA
1993/11/21,100.0,0,0,0,NA
1993/11/22,100.0,0,0,0,NA
1993/11/23,100.0,0,0,0,NA
1993/11/24,100.0,0,0,0,NA
1993/11/25,100.0,0,0,0,NA
1993/11/26,100.0,0,0,0,NA
1993/11/27,100.0,0,0,0,NA
1993/11/28,100.0,0,0,0,NA
1993/11/29,100.0,0,0,0,NA
1993/11/30,100.0,0,0,0,NA
1993/12/01,100.0,0,0,0,NA
1993/12/02,100.0,0,0,0,NA
1993/12/03,100.0,0,0,0,NA
1993/12/04,100.0,0,0,0,NA
1993/12/05,100.0,0,0,0,NA
1993/12/06,100.0,0,0,0,NA
1993/12/07,100.0,0,0,0,NA
1993/12/08,100.0,0,0,0,NA
1993/12/09,100.0,0,0,0,NA
1993/12/10,100.0,0,0,0,NA
1993/12/11,100.0,0,0,0,NA
1993/12/12,100.0,0,0,0,NA
1993/12/13,100.0,0,0,0,NA
1993/12/14,100.0,0,0,0,NA
1993/12/15,100.0,0,0,0,NA
1993/12/16,100.0,0,0,0,NA
1993/12/17,100.0,0,0,0,NA
1993/12/18,100.0,0,0,0,NA
1993/12/19,100.0,0,0,0,NA
1993/12/20,100.0,0,0,0,NA
1993/12/21,100.0,0,0,0,NA
1993/12/22,100.0,0,0,0,NA
1993/12/23,100.0,0,0,0,NA
1993/12/24,100.0,0,0,0,NA
1993/12/25,100.0,0,0,0,NA
1993/12/26,100.0,0,0,0,NA
1993/12/27,100.0,0,0,0,NA
1993/12/28,100.0,0,0,0,NA
1993/12/29,100.0,0,0,0,NA
1993/12/30,100.0,0,0,0,NA
1993/12/31,100.0,0,0,0,NA
